"pers_no","action_type","reason_for_action","co_cd","company_code","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","date","turnover","turn_abs"
10000275,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1260,"NZ Plant Engineering","Engineering","29/03/2008",-1,1
10000276,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Batch & Furnace","30/06/2001",-1,1
10000278,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1260,"NZ Plant Engineering","Engineering","1/07/2005",-1,1
10000279,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1100,"NZ Batch","Batch & Furnace","20/05/2006",-1,1
10000280,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","26/10/2004",-1,1
10000281,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","27/03/2001",-1,1
10000282,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1270,"NZ Manufacturing","Engineering","18/06/2001",-1,1
10000283,"Auto Terminations","Non SAP Company Transfer",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1290,"NZ HR & Training","Human Resources","28/02/2002",-1,1
10000284,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","5/11/2001",-1,1
10000285,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","13/04/2001",-1,1
10000286,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1140,"NZ Job Change","Job Change","11/08/2018",-1,1
10000288,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","9/01/2003",-1,1
10000289,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","31/03/2002",-1,1
10000293,"Auto Terminations","Approved Early Retirement",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1240,"NZ Maint - Machine","Machine Maintenance","21/03/2016",-1,1
10000294,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1100,"NZ Batch","Batch & Furnace","20/11/2008",-1,1
10000296,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1270,"NZ Manufacturing","Engineering","22/02/2003",-1,1
10000297,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1270,"NZ Manufacturing","Engineering","19/11/2001",-1,1
10000298,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","1/06/2002",-1,1
10000299,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","21/12/2013",-1,1
10000299,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","24/12/2014",-1,1
10000300,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","17/08/2002",-1,1
10000301,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1580,"NZ Warehousing","Purchasing","30/08/2003",-1,1
10000302,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/04/2008",-1,1
10000303,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","5/11/2001",-1,1
10000304,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","5/11/2001",-1,1
10000305,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","5/11/2001",-1,1
10000306,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Temporary Resort","5/11/2001",-1,1
10000307,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1270,"NZ Manufacturing","Engineering","19/01/2002",-1,1
10000308,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1240,"NZ Maint - Machine","Machine Maintenance","15/12/2001",-1,1
10000309,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1220,"NZ Maint - General","Engineering","21/12/2001",-1,1
10000310,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","28/10/2006",-1,1
10000313,"Termination (HR checklist)","Non SAP company transfer",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Administration","1/04/2019",-1,1
10000314,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1290,"NZ HR & Training","Human Resources","1/09/2007",-1,1
10000315,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1120,"NZ Forming Services","Forming Services","14/05/2004",-1,1
10000316,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1300,"NZ Finance","Finance","11/05/2002",-1,1
10000317,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1100,"NZ Batch","Batch & Furnace","28/03/2004",-1,1
10000319,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","12/02/2011",-1,1
10000320,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","20/06/2006",-1,1
10000321,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1140,"NZ Job Change","Job Change","9/10/2010",-1,1
10000322,"Auto Terminations","Non SAP Company Transfer",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Customer Technical Services","1/04/2018",-1,1
10000323,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","26/11/2002",-1,1
10000324,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","30/09/2006",-1,1
10000325,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1300,"NZ Finance","Finance","1/02/2003",-1,1
10000326,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","7/06/2008",-1,1
10000328,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","27/03/2004",-1,1
10000330,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","8/03/2005",-1,1
10000331,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1120,"NZ Forming Services","Forming Services","26/06/2003",-1,1
10000332,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Marketing","29/05/2004",-1,1
10000333,"Termination (HR checklist)","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","17/01/2005",-1,1
10000334,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1170,"NZ Pack","Quality Control","16/01/2016",-1,1
10000335,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","3/05/2008",-1,1
10000336,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","25/05/2004",-1,1
10000337,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1100,"NZ Batch","Raw Material","6/12/2008",-1,1
10000338,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","9/10/2013",-1,1
10000339,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Logistics","1/02/2004",-1,1
10000340,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","26/02/2003",-1,1
10000341,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","17/03/2003",-1,1
10000342,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","2/09/2003",-1,1
10000343,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","11/05/2004",-1,1
10000344,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","26/02/2003",-1,1
10000345,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Unit Plant Management","17/11/2018",-1,1
10000346,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1300,"NZ Finance","Finance","3/08/2003",-1,1
10000347,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","10/04/2006",-1,1
10000348,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","2/09/2003",-1,1
10000349,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","17/03/2003",-1,1
10000350,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","17/03/2003",-1,1
10000351,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1170,"NZ Pack","Temporary Resort","25/05/2003",-1,1
10000352,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","14/10/2004",-1,1
10000353,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1400,"NZ Admin","Administration","3/05/2003",-1,1
10000354,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1110,"NZ Melt","Batch & Furnace","16/12/2006",-1,1
10000355,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1100,"NZ Batch","Raw Material","26/01/2005",-1,1
10000356,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","29/09/2003",-1,1
10000357,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1170,"NZ Pack","Temporary Resort","2/09/2003",-1,1
10000358,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1580,"NZ Warehousing","Purchasing","15/05/2004",-1,1
10000360,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","4/05/2006",-1,1
10000361,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","21/12/2013",-1,1
10000362,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","24/08/2005",-1,1
10000365,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","10/04/2006",-1,1
10000366,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","25/11/2004",-1,1
10000367,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1270,"NZ Manufacturing","Engineering","21/02/2004",-1,1
10000368,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","25/03/2006",-1,1
10000369,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1280,"NZ Cust Tech Serv","Quality Control","1/01/2019",-1,1
10000371,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1120,"NZ Forming Services","Forming Services","15/05/2004",-1,1
10000373,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","17/03/2018",-1,1
10000373,"Termination (HR checklist)","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","20/03/2018",-1,1
10000374,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","14/10/2005",-1,1
10000375,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","18/02/2005",-1,1
10000376,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","7/07/2007",-1,1
10000377,"Auto Terminations","Abandonment",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Marketing","31/12/2005",-1,1
10000378,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","10/06/2017",-1,1
10000379,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1290,"NZ HR & Training","Human Resources","10/07/2010",-1,1
10000380,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1240,"NZ Maint - Machine","Machine Maintenance","16/06/2007",-1,1
10000381,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1120,"NZ Forming Services","Forming Services","7/01/2006",-1,1
10000383,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1210,"NZ Mould Repairs","Forming Services","24/08/2013",-1,1
10000384,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","16/09/2004",-1,1
10000385,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","31/08/2004",-1,1
10000386,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","16/09/2004",-1,1
10000387,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","2/12/2006",-1,1
10000388,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","6/04/2007",-1,1
10000389,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Job Change","3/06/2017",-1,1
10000390,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","19/10/2004",-1,1
10000391,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","15/02/2005",-1,1
10000392,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","19/10/2004",-1,1
10000393,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/05/2006",-1,1
10000394,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","17/02/2005",-1,1
10000395,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/05/2006",-1,1
10000396,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","24/08/2005",-1,1
10000397,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","8/11/2004",-1,1
10000398,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","22/10/2004",-1,1
10000399,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","28/09/2006",-1,1
10000400,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","10/04/2006",-1,1
10000401,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","2/12/2006",-1,1
10000402,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","15/02/2005",-1,1
10000403,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","19/10/2004",-1,1
10000404,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","10/04/2006",-1,1
10000405,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1270,"NZ Manufacturing","Customer Technical Services","15/02/2005",-1,1
10000406,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1270,"NZ Manufacturing","Customer Technical Services","15/02/2005",-1,1
10000407,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","31/05/2005",-1,1
10000408,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","17/02/2005",-1,1
10000410,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","31/05/2005",-1,1
10000411,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","14/01/2017",-1,1
10000412,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1260,"NZ Plant Engineering","Engineering","6/12/2008",-1,1
10000413,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1365,"NZ Marketing","Marketing","12/04/2012",-1,1
10000414,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Flexible Manufacturing Unit","1/10/2009",-1,1
10000415,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1240,"NZ Maint - Machine","Machine Maintenance","10/01/2016",-1,1
10000418,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Marketing","26/03/2007",-1,1
10000419,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","1/05/2008",-1,1
10000420,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1120,"NZ Forming Services","Forming Services","29/11/2007",-1,1
10000421,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Marketing","30/08/2008",-1,1
10000428,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Flexible Manufacturing Unit","16/07/2008",-1,1
10000429,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","13/10/2015",-1,1
10000430,"Auto Terminations","Illness Disability",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1140,"NZ Job Change","Job Change","5/12/2018",-1,1
10000432,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","23/12/2006",-1,1
10000433,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1280,"NZ Cust Tech Serv","Customer Technical Services","17/01/2015",-1,1
10000434,"Auto Terminations","Approved Early Retirement",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1235,"NZ Maint - Elec Insp","Electrical Inspection","11/06/2016",-1,1
10000434,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1235,"NZ Maint - Elec Insp","Electrical Inspection","5/05/2018",-1,1
10000434,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1235,"NZ Maint - Elec Insp","Electrical Inspection","11/08/2018",-1,1
10000435,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Quality Control","1/12/2007",-1,1
10000436,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Elec",1230,"NZ Maint - Elec Plan","Electrical","5/02/2013",-1,1
10000439,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Marketing","21/04/2007",-1,1
10000441,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","5/09/2008",-1,1
10000442,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","12/06/2010",-1,1
10000443,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1240,"NZ Maint - Machine","Machine Maintenance","29/11/2008",-1,1
10000445,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","8/09/2015",-1,1
10000446,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","13/07/2013",-1,1
10000448,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/04/2008",-1,1
10000449,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","2/09/2009",-1,1
10000450,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","2/09/2009",-1,1
10000451,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/10/2008",-1,1
10000452,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/04/2008",-1,1
10000453,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/10/2008",-1,1
10000454,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","3/04/2008",-1,1
10000456,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","16/10/2008",-1,1
10000457,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","30/10/2010",-1,1
10000458,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Marketing","3/11/2008",-1,1
