"pers_no","action_type","reason_for_action","co_cd","company_code","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","date","turnover","turn_abs"
10000459,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","12/03/2017",-1,1
10000460,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","23/07/2016",-1,1
10000462,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","25/10/2008",-1,1
10000465,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1355,"NZ Bus Sustainabilit","Business Sustainability & Environmental","6/02/2010",-1,1
10000466,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","12/06/2010",-1,1
10000467,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","12/02/2011",-1,1
10000468,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","12/03/2011",-1,1
10000469,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","28/01/2012",-1,1
10000475,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Marketing","16/02/2009",-1,1
10000476,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","26/11/2016",-1,1
10000477,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1140,"NZ Job Change","Job Change","2/12/2009",-1,1
10000478,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","13/05/2017",-1,1
10000479,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","3/11/2017",-1,1
10000480,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Logistics","18/04/2009",-1,1
10000482,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1300,"NZ Finance","Finance","6/12/2010",-1,1
10000486,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","19/08/2011",-1,1
10000487,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1140,"NZ Job Change","Job Change","3/12/2017",-1,1
10000488,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming D Shift","8/06/2019",-1,1
10000493,"Auto Terminations","Illness Disability",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","28/04/2013",-1,1
10000496,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","21/05/2019",-1,1
10000497,"Auto Terminations","Abandonment",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","13/08/2009",-1,1
10000505,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","7/11/2015",-1,1
10000509,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","1/01/2013",-1,1
10000510,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1310,"NZ Non Operating","Administration","11/07/2011",-1,1
10000511,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1580,"NZ Warehousing","Logistics","30/01/2010",-1,1
10000512,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Administration","5/05/2010",-1,1
10000514,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","1/11/2012",-1,1
10000515,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","20/03/2010",-1,1
10000517,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1260,"NZ Plant Engineering","Engineering","2/03/2010",-1,1
10000518,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","2/03/2018",-1,1
10000519,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","2/08/2018",-1,1
10000521,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","3/07/2010",-1,1
10000522,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","1/06/2011",-1,1
10000523,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Beer, Spirits, RTD & NAB","31/05/2017",-1,1
10000524,"Auto Terminations","Illness Disability",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Logistics","16/04/2010",-1,1
10000526,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1365,"NZ Marketing","Marketing","9/08/2013",-1,1
10000528,"Auto Terminations","Illness Disability",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","3/02/2018",-1,1
10000529,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","3/04/2013",-1,1
10000530,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","13/04/2019",-1,1
10000531,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","22/11/2018",-1,1
10000532,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products A Shift","15/04/2011",-1,1
10000539,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","21/12/2013",-1,1
10000539,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","24/12/2014",-1,1
10000539,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","22/03/2019",-1,1
10000540,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1100,"NZ Batch","Batch & Furnace","22/01/2011",-1,1
10000541,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","ACI Glass Packaging New Zealand","2/06/2012",-1,1
10000542,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1355,"NZ Bus Sustainabilit","Business Sustainability & Environmental","23/10/2010",-1,1
10000543,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1190,"NZ Resort","Temporary Resort","18/05/2011",-1,1
10000545,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","12/10/2018",-1,1
10000548,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","23/07/2011",-1,1
10000550,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","27/07/2011",-1,1
10000552,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","26/05/2012",-1,1
10000553,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1100,"NZ Batch","Batch & Furnace","14/03/2012",-1,1
10000554,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","16/04/2012",-1,1
10000560,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","31/03/2016",-1,1
10000564,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products A Shift","26/04/2013",-1,1
10000566,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","2/05/2016",-1,1
10000567,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","25/01/2012",-1,1
10000568,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","8/06/2012",-1,1
10000570,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Unit Plant Management","31/07/2015",-1,1
10000571,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1260,"NZ Plant Engineering","Engineering","22/12/2012",-1,1
10000572,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","30/03/2013",-1,1
10000573,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","24/10/2013",-1,1
10000575,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","1/07/2016",-1,1
10000576,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","16/04/2015",-1,1
10000577,"Auto Terminations","Retrenchment (NZ Only 2010+)",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Administration","1/05/2019",-1,1
10000578,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","22/01/2015",-1,1
10000579,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","6/05/2017",-1,1
10000580,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","ACI Glass Packaging New Zealand","1/11/2015",-1,1
10000581,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1290,"NZ HR & Training","Human Resources","12/09/2015",-1,1
10000582,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1210,"NZ Mould Repairs","Forming Services","4/04/2018",-1,1
10000583,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","11/08/2012",-1,1
10000584,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","21/12/2013",-1,1
10000585,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1210,"NZ Mould Repairs","Forming Services","30/08/2014",-1,1
10000586,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","11/01/2016",-1,1
10000587,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Beer, Spirits, RTD & NAB","3/04/2015",-1,1
10000588,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","11/10/2017",-1,1
10000590,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1140,"NZ Job Change","Job Change","28/07/2018",-1,1
10000591,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1190,"NZ Resort","Quality Control","1/06/2017",-1,1
10000592,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","30/09/2013",-1,1
10000593,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","22/12/2012",-1,1
10000595,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","15/03/2014",-1,1
10000595,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","22/12/2018",-1,1
10000597,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","10/12/2016",-1,1
10000598,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Beer, Spirits, RTD & NAB","25/07/2015",-1,1
10000600,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1365,"NZ Marketing","Marketing","18/06/2014",-1,1
10000601,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","21/12/2013",-1,1
10000601,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","24/12/2014",-1,1
10000602,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","21/12/2013",-1,1
10000603,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1365,"NZ Marketing","Marketing","1/11/2013",-1,1
10000604,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","29/10/2016",-1,1
10000606,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1140,"NZ Job Change","Job Change","15/12/2018",-1,1
10000608,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","21/12/2013",-1,1
10000609,"Auto Terminations","Non SAP Company Transfer",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","1/06/2019",-1,1
10000610,"Auto Terminations","Dismissal",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming","20/04/2013",-1,1
10000611,"Auto Terminations","Abandonment",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1210,"NZ Mould Repairs","Forming Services","11/07/2013",-1,1
10000614,"Auto Terminations","Abandonment",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","15/12/2015",-1,1
10000615,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","21/12/2013",-1,1
10000615,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","24/12/2014",-1,1
10000615,"Auto Terminations","Contract Expired",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","22/10/2016",-1,1
10000616,"Auto Terminations","Non SAP Company Transfer",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Administration","2/02/2018",-1,1
10000617,"Auto Terminations","Resignation",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","24/08/2017",-1,1
