"pers_no","organizational_unit","date","turn_abs","location","years"
10000707,"Machine Maintenance",2017-01-21,1,"Sydney",2017
10000708,"Electrical Inspection",2018-07-14,1,"Sydney",2018
10000714,"Manufacturing",2017-07-12,1,"Brisbane",2017
10000715,"Purchasing",2018-12-07,1,"Brisbane",2018
10000716,"Sales & Marketing",2017-07-13,1,"Brisbane",2017
10000717,"Manufacturing",2016-12-02,1,"Brisbane",2016
10000719,"Finance",2018-08-01,1,"Brisbane",2018
10000722,"Plant Maintenance",2017-03-01,1,"Sydney",2017
10000724,"Supply Chain",2018-07-14,1,"Brisbane",2018
10000728,"Finance",2017-12-09,1,"Brisbane",2017
10000730,"Machine Maintenance",2017-07-08,1,"Sydney",2017
10000733,"Administration",2017-07-17,1,"Brisbane",2017
10000735,"Temporary Resort",2017-03-28,1,"Sydney",2017
10000737,"Temporary Resort",2017-04-30,1,"Sydney",2017
10000738,"Job Change",2019-01-04,1,"Brisbane",2019
10000740,"Finance",2018-04-13,1,"Brisbane",2018
10000741,"Temporary Resort",2017-10-28,1,"Sydney",2017
10000743,"Sales & Marketing",2017-07-08,1,"Brisbane",2017
10000748,"Sales & Marketing",2017-09-30,1,"Other",2017
10000749,"Finance",2019-01-12,1,"Brisbane",2019
10000751,"Temporary Resort",2017-10-28,1,"Sydney",2017
10000753,"Sales & Marketing",2017-12-01,1,"Brisbane",2017
10000754,"Forming",2019-05-04,1,"Brisbane",2019
10000756,"Finished Products C Shift",2017-11-23,1,"Other",2017
10000758,"Human Resources",2017-11-25,1,"Other",2017
10000759,"Finance",2018-08-02,1,"Brisbane",2018
10000760,"Sales",2018-08-09,1,"Brisbane",2018
10000762,"Finished Products B Shift",2017-11-05,1,"Other",2017
10000764,"Finance",2018-01-13,1,"Brisbane",2018
10000772,"Manufacturing",2018-10-27,1,"Brisbane",2018
10000776,"Job Change",2018-06-30,1,"Sydney",2018
10000781,"Finance",2019-03-21,1,"Brisbane",2019
10000782,"Electrical",2019-03-20,1,"Sydney",2019
10000794,"Electrical Inspection",2019-04-07,1,"Sydney",2019
10000808,"Temporary Resort",2018-12-21,1,"Sydney",2018
10000811,"Temporary Resort",2019-05-02,1,"Sydney",2019
10000816,"Finance",2019-05-11,1,"Other",2019
10000817,"Job Change",2019-05-04,1,"Sydney",2019
