Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr code,Cost Center,Organizational Unit,Date,Turnover,TurnABS
00003602,Hire Employee,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet,20/12/2017,1,1
00003603,Hire Employee,Non SAP company transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7220,MEL Maint - General,Batch & Furnace,8/01/2018,1,1
00003604,Hire Employee,Non SAP company transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Management Accounting,2/01/2018,1,1
00003605,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Award & HRIS,16/01/2018,1,1
00003606,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,PMO&Quantum,8/01/2018,1,1
00003606,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_RTP,8/01/2018,1,1
00003607,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Supply Chain O-I Asia Pacific,1/02/2018,1,1
00003608,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,E Shift,5/02/2018,1,1
00003609,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Process Improvement,5/02/2018,1,1
00003610,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7030,MEL Unit PlntMrg MB4,Shift D,5/02/2018,1,1
00003610,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift D,5/02/2018,1,1
00003611,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5140,ADE Job Change,Job Change,12/02/2018,1,1
00003612,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,14/02/2018,1,1
00003613,Hire Employee,New position,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9300,SYD Business Service,Plant Controls Sydney,5/02/2018,1,1
00003614,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Regional Procurement,26/02/2018,1,1
00003614,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Regional Procurement,26/02/2018,1,1
00003615,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5290,ADE HR & Training,Human Resources Business Partnering,13/03/2018,1,1
00003615,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5290,ADE HR & Training,Human Resources,13/03/2018,1,1
00003616,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9290,SYD HR & Training,Plant Reliability Sydney,6/02/2018,1,1
00003616,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9290,SYD HR & Training,Plant Mechanical Sydney,6/02/2018,1,1
00003616,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9250,SYD Maint - Cold End,Plant Mechanical Sydney,6/02/2018,1,1
00003617,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_OTC,1/03/2018,1,1
00003618,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4302,OI Shared Services,Shared Services,19/02/2018,1,1
00003619,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Customer Services,5/03/2018,1,1
00003619,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,Customer Services,5/03/2018,1,1
00003620,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Pricing O-I Asia Pacific,1/03/2018,1,1
00003621,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,O-I Sydney Plant,2/02/2018,1,1
00003622,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Human Resources Business Partnering,13/03/2018,1,1
00003622,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Human Resources Business Partnering,13/03/2018,1,1
00003623,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9060,SYD Integrated Syste,Customer Technical Services,9/04/2018,1,1
00003623,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Technical Services,9/04/2018,1,1
00003624,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7020,MEL Unit PlntMrg MB3,Manufacturing,13/03/2018,1,1
00003625,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,SPOTS ACCOUNTANT,4/04/2018,1,1
00003626,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_IT,29/03/2018,1,1
00003627,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Supply Chain O-I Asia Pacific,3/04/2018,1,1
00003629,Hire Employee,New position,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9260,SYD Plant Reliabilit,Plant Reliability Sydney,3/04/2018,1,1
00003630,Hire Employee,Non SAP company transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4280,OIAP Cust Tech Serv,Customer Technical Services,1/04/2018,1,1
00003630,Hire Employee,Non SAP company transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,9280,SYD Cust Tech Serv,Customer Technical Services,1/04/2018,1,1
00003630,Hire Employee,Non SAP company transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Customer Technical Services,1/04/2018,1,1
00003630,Hire Employee,Non SAP company transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,Customer Technical Services,1/04/2018,1,1
00003631,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6814,BNE QG33 MachineLine,Distribution - Queensland,26/03/2018,1,1
00003632,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Regional Procurement,10/04/2018,1,1
00003632,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Regional Procurement,10/04/2018,1,1
00003633,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,3/04/2018,1,1
00003634,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Maintenance,3/04/2018,1,1
00003635,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5270,ADE Manufacturing,D Shift,3/04/2018,1,1
00003635,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,3/04/2018,1,1
00003635,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift C,3/04/2018,1,1
00003635,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift C,3/04/2018,1,1
00003636,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Human Resources Business Partnering,16/04/2018,1,1
00003637,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4570,OIAP Distribution,ANZ Logistics,9/04/2018,1,1
00003638,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,Unit Plant QG31,9/04/2018,1,1
00003639,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7580,MEL Warehousing,ANZ Logistics,1/05/2018,1,1
00003640,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Business Controlling,18/04/2018,1,1
00003640,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Business Controlling,18/04/2018,1,1
00003641,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4330,OIAP StrategSourcing,Strategic Sourcing,14/05/2018,1,1
00003641,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Strategic Sourcing,14/05/2018,1,1
00003641,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Strategic Sourcing,14/05/2018,1,1
00003642,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4302,OI Shared Services,Shared Services,30/04/2018,1,1
00003643,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Monthly Reporting and Planning,16/04/2018,1,1
00003644,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Regional Engineering,1/04/2018,1,1
00003645,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Change Management,30/04/2018,1,1
00003647,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Plant Controls Brisbane,11/06/2018,1,1
00003647,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Plant Controls Brisbane,11/06/2018,1,1
00003648,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift D,28/05/2018,1,1
00003649,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Procurement Administration,12/06/2018,1,1
00003650,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6811,BNE QG15 MachineLine,Unit Plant QG33,4/06/2018,1,1
00003651,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6814,BNE QG33 MachineLine,Unit Plant QG33,4/06/2018,1,1
00003652,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Cold End Job Change,12/06/2018,1,1
00003653,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,25/06/2018,1,1
00003654,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,2/07/2018,1,1
00003655,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6270,BNE Manufacturing,Unit Plant QG3,18/06/2018,1,1
00003656,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Maintenance Planning,25/06/2018,1,1
00003657,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,25/06/2018,1,1
00003657,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4813,OIAP IT SAP Security,IT Operations,25/06/2018,1,1
00003658,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,2/07/2018,1,1
00003658,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9140,SYD Job Change,Job Change,2/07/2018,1,1
00003659,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Commercial Logistics,16/07/2018,1,1
00003660,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift C,16/07/2018,1,1
00003661,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Operational Performance,23/07/2018,1,1
00003661,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Regional Operations,23/07/2018,1,1
00003662,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Quantum_IT,29/05/2018,1,1
00003662,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Quantum_IT,29/05/2018,1,1
00003663,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6240,BNE Maint - Machine,IS Repair,23/07/2018,1,1
00003664,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6811,BNE QG15 MachineLine,Unit Plant QG15,30/07/2018,1,1
00003665,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6060,BNE Integrated Syste,Unit Plant QG31,30/07/2018,1,1
00003665,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6812,BNE QG31 MachineLine,Unit Plant QG31,30/07/2018,1,1
00003666,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Strategic Sourcing and Demand,20/08/2018,1,1
00003667,Hire Employee,No reason specified,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6210,BNE Mould Repair,Mould Repair,13/08/2018,1,1
00003668,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6812,BNE QG31 MachineLine,Unit Plant QG15,20/08/2018,1,1
00003669,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6210,BNE Mould Repair,Mould Repair,3/09/2018,1,1
00003670,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7110,MEL Melt,Batch & Furnace,27/08/2018,1,1
00003671,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7110,MEL Melt,Batch & Furnace,27/08/2018,1,1
00003672,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7110,MEL Melt,Batch & Furnace,27/08/2018,1,1
00003673,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,EH&S Brisbane,17/09/2018,1,1
00003674,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4490,GOSC Oper Advance,Glass and Materials Advancement,17/09/2018,1,1
00003674,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4296,OIAP Expatriates,Glass and Materials Advancement,17/09/2018,1,1
00003675,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Cold End Job Change,15/10/2018,1,1
00003676,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Procurement Administration,29/10/2018,1,1
00003677,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9030,SYD Unit PlntMrg SP3,Production Line Management 1,29/10/2018,1,1
00003677,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Production Line Management 1,29/10/2018,1,1
00003678,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Shift C,18/10/2018,1,1
00003679,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,Customer Technical Services,29/10/2018,1,1
00003680,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7110,MEL Melt,Batch & Furnace,5/11/2018,1,1
00003681,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Adelaide Plant,19/11/2018,1,1
00003682,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Adelaide Plant,19/11/2018,1,1
00003683,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Adelaide Plant,19/11/2018,1,1
00003684,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,Logistics,4/12/2018,1,1
00003685,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6240,BNE Maint - Machine,Plant Maintenance,3/12/2018,1,1
00003685,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Maintenance,3/12/2018,1,1
00003686,Hire Employee,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Electrical Services,10/12/2018,1,1
00003686,Hire Employee,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6230,BNE Maint - Electric,Electrical Services,10/12/2018,1,1
00003687,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6210,BNE Mould Repair,Mould Repair,17/12/2018,1,1
00003688,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9250,SYD Maint - Cold End,Plant Electrical Sydney,7/01/2019,1,1
00003689,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Management Accounting,17/12/2018,1,1
00003690,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Adelaide Plant,8/01/2004,1,1
00003691,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7230,MEL Maint - Electric,Electrical Maintenance,7/01/2019,1,1
00003692,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift B,14/01/2019,1,1
00003693,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7060,MEL Integrated Syste,O-I Melbourne Plant,21/01/2019,1,1
00003694,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Change Management,14/01/2019,1,1
00003694,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Change Management,14/01/2019,1,1
00003695,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Process Improvement,4/02/2019,1,1
00003696,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Plant Maintenance,30/01/2019,1,1
00003696,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6230,BNE Maint - Electric,Electrical Services,30/01/2019,1,1
00003697,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6290,BNE HR & Training,Human Resources Brisbane,4/02/2019,1,1
00003698,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift C,4/02/2019,1,1
00003699,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Plant Reliability,4/02/2019,1,1
00003699,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Reliability,4/02/2019,1,1
00003700,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4270,OIAP Manufacturing,Operational Capability,25/02/2019,1,1
00003701,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4270,OIAP Manufacturing,Operational Capability,25/02/2019,1,1
00003702,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,Operational Capability,25/02/2019,1,1
00003703,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4270,OIAP Manufacturing,Operational Capability,25/02/2019,1,1
00003704,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4270,OIAP Manufacturing,Operational Capability,25/02/2019,1,1
00003705,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4270,OIAP Manufacturing,Operational Capability,25/02/2019,1,1
00003706,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Pricing O-I Asia Pacific,4/03/2019,1,1
00003707,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7815,MEL MB41 MachineLine,Unit Plant Management,26/02/2019,1,1
00003707,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift A,26/02/2019,1,1
00003708,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7815,MEL MB41 MachineLine,Unit Plant Management,26/02/2019,1,1
00003708,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Unit Plant Management,26/02/2019,1,1
00003709,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7815,MEL MB41 MachineLine,Unit Plant Management,26/02/2019,1,1
00003709,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift A,26/02/2019,1,1
00003710,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,General Maintenance,4/03/2019,1,1
00003710,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,General Maintenance,4/03/2019,1,1
00003711,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent Acquisition,4/03/2019,1,1
00003711,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent and Organisational Effectiveness,4/03/2019,1,1
00003712,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Maintenance Planning,11/03/2019,1,1
00003713,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4350,OIAP Cullet Supply,Electrical Engineering,4/03/2019,1,1
00003714,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,Operational Capability,25/02/2019,1,1
00003715,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7815,MEL MB41 MachineLine,Unit Plant Management,26/02/2019,1,1
00003715,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Unit Plant Management,26/02/2019,1,1
00003716,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7813,MEL MB33 MachineLine,Shift C,4/03/2019,1,1
00003717,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift E,4/03/2019,1,1
00003718,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6030,BNE Unit PlntMrg QG3,Unit Plant QG31,11/03/2019,1,1
00003718,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6020,BNE Unit PlntMrg QG1,Unit Plant QG1,11/03/2019,1,1
00003719,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Learning and Development,8/04/2019,1,1
00003720,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Regional Procurement,1/04/2019,1,1
