Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date,Time in role
2339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift E,1/07/2013,1/08/2019,Manufacturing & Engineering,G7 Line Leader,28/03/2005,2222
2340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift D,1/07/2013,1/08/2019,Manufacturing & Engineering,G7 Line Leader,18/04/2005,2222
2341,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5280,ADE Cust Tech Serv,Quality,1/12/2013,31/05/2019,Manufacturing & Engineering,Quality Services Manager,23/02/2004,2007
2341,Transfer,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4510,OIAP Regional Qualit,Regional Quality,1/06/2019,1/08/2019,Manufacturing & Engineering,Vendor Quality & Packaging Manager,23/02/2004,61
2342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,1/07/2013,1/08/2019,Manufacturing & Engineering,Shift Fitter,8/03/2004,2222
2343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,7/07/2013,1/08/2019,Manufacturing & Engineering,Mechanical Trades Special Class,15/03/2004,2216
2347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6814,BNE QG33 MachineLine,Unit Plant QG33,1/07/2013,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR E SHIFT,4/05/2004,2222
2348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9811,SYD SP12 MachineLine,C Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,19/04/2004,2216
2349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift D,1/07/2013,1/08/2019,Manufacturing & Engineering,G5 Process Specialist,15/04/2004,2222
2350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5210,ADE Mould Repair,Mould Repair,1/07/2013,1/08/2019,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004,2222
2354,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW Glass Expatriate,Jakarta,4296,OIAP Expatriates,Expatriates,13/08/2012,28/02/2014,,General Director O-I BJC Vietnam,27/04/2004,564
2354,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Commercial,1/03/2014,1/07/2015,,"Operations Director, O-I Australia",27/04/2004,487
2356,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,D Shift,3/06/2011,1/08/2019,Manufacturing & Engineering,Shift Manager (D) - Penrith,10/05/2004,2981
2357,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5300,ADE Business Service,Plant Controls Adelaide,31/05/2004,1/08/2019,Finance,Management Accountant,31/05/2004,5540
2358,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5220,ADE Maint - General,Maintenance,1/07/2013,1/08/2019,Manufacturing & Engineering,Electrician,15/06/2004,2222
2361,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,Shift A,1/07/2013,1/08/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,26/07/2004,2222
2362,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7110,MEL Melt,Shift A,1/07/2013,1/08/2019,Manufacturing & Engineering,G4 Furnace Operator,26/07/2004,2222
2364,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift A,1/07/2013,1/08/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,26/07/2004,2222
2370,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Regional Engineering,1/07/2013,1/08/2019,Manufacturing & Engineering,Engineering Drafting Coordinator,19/07/2004,2222
2372,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Treasury Operations,1/07/2013,1/08/2019,Finance,Regional Finance Officer,26/07/2004,2222
2377,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,O-I Brisbane Plant,7/06/2010,31/05/2014,,LSS Black Belt,13/09/2004,1454
2377,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6100,BNE Batch,Batch & Furnace,1/06/2014,30/09/2014,,Batch & Furnace Manager,13/09/2004,121
2377,Promotion,Classification Change,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6050,BNE Production Suppo,O-I Brisbane Plant,1/10/2014,9/01/2019,Manufacturing & Engineering,Production Support Manager,13/09/2004,1561
2377,Transfer,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6030,BNE Unit PlntMrg QG3,Unit Plant QG3,10/01/2019,1/08/2019,Manufacturing & Engineering,Unit Plant Manager QG3,13/09/2004,203
2380,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,1/04/2010,31/12/2014,,Manager - Infrastructure & Service Desk,13/09/2004,1735
2380,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,1/01/2015,31/08/2016,,Regional Operations Manager,13/09/2004,608
2385,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,7/07/2013,9/06/2017,,GENERAL PLANT OPERATOR,10/10/2004,1433
2386,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,Logistics,1/07/2013,1/08/2019,Commercial,Distribution Coordinator,7/10/2004,2222
2391,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9816,SYD SP32 MachineLine,B Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,LINE LEADER,8/11/2004,2216
2395,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5300,ADE Business Service,Business Services,1/11/2004,10/04/2014,,Business Services Manager,1/11/2004,3447
2398,Promotion,Employment Status Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Service Desk AP,1/01/2007,19/06/2018,Information Technology,IT Support Specialist,22/11/2004,4187
2401,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Furnace Design,1/07/2013,1/08/2019,Manufacturing & Engineering,Refractory Supervisor,4/01/2005,2222
2403,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,7/07/2013,1/07/2018,,Mechanical Trades Special Class L Hand,3/01/2005,1820
2403,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,3/07/2017,1/08/2019,Manufacturing & Engineering,Mechanical Trades Special Class,3/01/2005,759
2404,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6260,BNE Plant Reliabilit,Plant Reliability,1/07/2013,16/02/2014,,Mechanical Apprentice,10/01/2005,230
2404,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6210,BNE Mould Repair,Mould Repair,17/02/2014,5/07/2015,,Artisan,10/01/2005,503
2404,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Mechanical Maintenance,7/07/2014,1/08/2019,Manufacturing & Engineering,Fitter,10/01/2005,1851
2407,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,Unit Plant QG31,1/07/2013,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR C SHIFT,13/01/2005,2222
2409,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,7/07/2013,4/01/2014,,Mechanical Trades Special Trades,17/01/2005,181
2409,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9050,SYD Production Suppo,Plant Maintenance Sydney,5/01/2014,31/05/2015,,Machine Maintenance Manager,17/01/2005,511
2409,Promotion,Classification Change,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9816,SYD SP32 MachineLine,Manufacturing,1/06/2015,31/12/2015,,Line Manager,17/01/2005,213
2409,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Production Support,1/01/2016,1/08/2019,Manufacturing & Engineering,Production Support Manager,17/01/2005,1308
2410,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9230,SYD Maint - Electric,Plant Electrical Sydney,7/07/2013,18/01/2014,,ELECTRICIAN,17/01/2005,195
2413,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,1/07/2013,1/07/2018,,Lead Hand Mobile Handler,21/02/2005,1826
2413,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,3/07/2017,1/08/2019,Manufacturing & Engineering,Melt Operator,21/02/2005,759
2414,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,B Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,28/02/2005,2216
2417,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,D Shift,1/07/2013,22/03/2017,,PRODUCTION OPERATOR D SHIFT,4/04/2005,1360
2417,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,Unit Plant QG32,23/03/2017,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR A SHIFT,4/04/2005,861
2419,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,Pack Centre,7/07/2013,19/07/2017,Manufacturing & Engineering,MULTI SKILLED OPERATOR,11/04/2005,1473
2420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,A Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,Line Leader,2/05/2005,2216
2426,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,B Shift,1/07/2013,17/02/2019,Manufacturing & Engineering,G7 Line Leader,2/05/2005,2057
2426,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,Shift B,19/02/2018,1/08/2019,Manufacturing & Engineering,Line Leader,2/05/2005,528
2427,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5140,ADE Job Change,Job Change,1/07/2013,1/10/2014,,Job Change Team Member,2/05/2005,457
2429,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,1/07/2013,17/02/2019,Manufacturing & Engineering,G7 Line Leader,16/05/2005,2057
2429,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift D,19/02/2018,1/08/2019,Manufacturing & Engineering,Line Leader,16/05/2005,528
2431,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4490,GOSC Oper Advance,Operational Advancement,1/08/2012,31/03/2014,,Regional Job Change Manager,16/04/2005,607
2431,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4350,OIAP Cullet Supply,Operational Advancement,1/04/2014,31/12/2015,,Director Operational Capability,16/04/2005,639
2435,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5290,ADE HR & Training,Human Resources Business Partnering,1/08/2008,31/01/2018,Human Resources,Human Resources Manager,6/06/2005,3470
2436,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Mould and Machine Maintenance,1/07/2013,28/11/2014,,Mechanical Tradesperson,30/05/2005,515
2439,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4330,OIAP StrategSourcing,Procurement,14/06/2005,18/03/2014,,Strategic Sourcing Coordinator,14/06/2005,3199
2441,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,Unit Plant Management Tank 4,9/05/2011,17/08/2014,,Line Manager MB42,4/07/2005,1196
2441,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Hot End Job Change,18/08/2014,31/07/2018,Manufacturing & Engineering,Hot End Job Change Coordinator,4/07/2005,1443
2441,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4490,GOSC Oper Advance,Operational Capability,1/08/2018,1/08/2019,Manufacturing & Engineering,RNL Job Change,4/07/2005,365
2443,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,C Shift,7/07/2013,15/01/2017,,GENERAL PLANT OPERATOR,5/08/2005,1288
2443,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9811,SYD SP12 MachineLine,C Shift,16/01/2017,1/08/2019,Manufacturing & Engineering,PROCESS SPECIALIST,5/08/2005,927
2445,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Information Technology,1/01/2014,27/02/2015,,Application Delivery Integration Manager,21/07/2005,422
2447,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/11/2010,31/12/2014,,Strategic Pricing Manager,8/08/2005,1521
2447,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/01/2015,31/03/2016,,Decision Support Manager,8/08/2005,455
2450,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9180,SYD Audit,Audit,7/07/2013,1/08/2019,Manufacturing & Engineering,AUDIT,8/08/2005,2216
2453,Hire Employee,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6290,BNE HR & Training,Human Resources Brisbane,22/08/2005,2/07/2017,Human Resources,Human Resources Manager,22/08/2005,4332
2454,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9811,SYD SP12 MachineLine,A Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,25/08/2005,2216
2460,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/10/2012,9/03/2014,,Pricing Analyst,31/10/2005,524
2460,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Strategy and Integration O-I AP,10/03/2014,1/08/2019,Strategy & Integration,Program Manager,31/10/2005,1970
2463,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,Shift C,1/07/2013,1/08/2019,Manufacturing & Engineering,G5 Process Specialist,19/12/2005,2222
2467,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4490,GOSC Oper Advance,Operational Capability,1/07/2013,1/08/2019,Manufacturing & Engineering,Reliability Maintenance Engineering Lead,3/01/2006,2222
2470,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,Unit Plant QG31,1/07/2013,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR C SHIFT,9/01/2006,2222
2471,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6814,BNE QG33 MachineLine,Unit Plant QG33,1/07/2013,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR D SHIFT,9/01/2006,2222
2471,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6810,BNE QG12 MachineLine,Unit Plant QG12,7/01/2019,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR C SHIFT,9/01/2006,206
2472,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6811,BNE QG15 MachineLine,Unit Plant QG15,1/07/2013,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR C SHIFT,9/01/2006,2222
2475,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5100,ADE Batch,Batch and Furnace,1/07/2010,1/08/2019,Manufacturing & Engineering,Batch & Furnace Manager,23/01/2006,3318
2484,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,1/03/2010,31/12/2014,,Technical Manager,1/03/2006,1766
2484,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,1/01/2015,17/07/2015,,Enterprise Architect,1/03/2006,197
2491,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6810,BNE QG12 MachineLine,A Shift,1/07/2013,2/07/2017,,PRODUCTION OPERATOR A SHIFT,3/04/2006,1462
2491,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6810,BNE QG12 MachineLine,Unit Plant QG12,2/01/2017,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR D SHIFT,3/04/2006,941
2493,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Strategic Sourcing,20/03/2006,3/07/2018,Supply Chain,Regional Strategic Sourcing Lead,20/03/2006,4488
2494,Hire Employee,Non SAP company transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Human Resources O-I Asia Pacific,1/04/2006,1/07/2015,,Employee Relations Manager,10/02/2003,3378
2497,Hire Employee,New position,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9200,SYD Decorate & Label,ACL Printing,10/04/2006,29/05/2015,,ACL Printing Manager,10/04/2006,3336
2498,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,7/07/2013,1/07/2018,,Greaser,1/05/2006,1820
2498,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,3/07/2017,1/08/2019,Manufacturing & Engineering,Lubrication Technician,1/05/2006,759
2499,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,A Shift,1/07/2013,17/02/2019,Manufacturing & Engineering,G7 Line Leader,1/05/2006,2057
2499,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,Shift A,19/02/2018,1/08/2019,Manufacturing & Engineering,Line Leader,1/05/2006,528
2500,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5002,ADE Shift 2,B Shift,1/07/2013,30/11/2014,,G5 Production Specialist,1/05/2006,517
2500,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5002,ADE Shift 2,B Shift,14/07/2014,30/11/2014,,G7 Line Leader,1/05/2006,139
2500,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,E Shift,1/12/2014,17/02/2019,Manufacturing & Engineering,G7 Line Leader,1/05/2006,1539
2500,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift D,19/02/2018,1/08/2019,Manufacturing & Engineering,Line Leader,1/05/2006,528
2501,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5003,ADE Shift 3,C Shift,1/07/2013,12/07/2015,,G5 Production Specialist,1/05/2006,741
2501,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,D Shift,14/07/2014,17/02/2019,Manufacturing & Engineering,G7 Line Leader,1/05/2006,1679
2501,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,Shift D,19/02/2018,1/08/2019,Manufacturing & Engineering,Line Leader,1/05/2006,528
2505,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,1/07/2013,1/08/2019,Supply Chain,Goods Handler,29/05/2006,2222
2506,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6811,BNE QG15 MachineLine,Unit Plant QG15,1/07/2013,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR B SHIFT,2/06/2006,2222
2531,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5003,ADE Shift 3,UPM,1/07/2013,20/04/2014,,Shift Tradesperson,3/07/2006,293
